title,url,discounted_price,original_price
SMAEL Men Watches Sport Watch LED Digital 50M Waterproof Casual Watch,https://www.cigabuy.com/smael-men-watches-sport-watch-led-digital-50m-waterproof-casual-watch-p-21742.html,$5.91,$14.99 
S36 Earphone Heavy Bass In-Ear Earphones Music Headset Microphone 3.5mm,https://www.cigabuy.com/s36-earphone-heavy-bass-in-ear-earphones-music-headset-microphone-35mm-p-19796.html,$1.19,$1.60 
Authentic SMOK G-PRIV Pod Kit - Matte Black,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-matte-black-p-21635.html,,
Authentic SMOK G-PRIV Pod Kit - Nano Gunmetal,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-nano-gunmetal-p-21638.html,,
Authentic SMOK Nord 4 Pod Kit 2000mAh - Fluid Black Grey,https://www.cigabuy.com/authentic-smok-nord-4-pod-kit-2000mah-fluid-black-grey-p-20371.html,,
DUBERY 103 Polarized Sunglasses Men Driving Shades Male Retro Sun Glasses,https://www.cigabuy.com/dubery-103-polarized-sunglasses-men-driving-shades-male-retro-sun-glasses-p-18921.html,,
Authentic SMOK Thiner Pod Kit - Grey,https://www.cigabuy.com/authentic-smok-thiner-pod-kit-grey-p-21546.html,,
QCY MINI 2 Super Mini Earbud Bluetooth 5.0 Earphone Wireless Music  Headset,https://www.cigabuy.com/qcy-mini-2-super-mini-earbud-bluetooth-50-earphone-wireless-music-headset-p-14555.html,$3.58,$20.64 
Authentic Uwell Tripod PCC Pod Kit 370mAh + 1000mAh - Black,https://www.cigabuy.com/authentic-uwell-tripod-pcc-pod-kit-370mah-1000mah-black-p-20356.html,$27.75,$38.08 
23-in-1 Precision Mini Ratchet Screwdriver Bits Set,https://www.cigabuy.com/23-in-1-precision-mini-ratchet-screwdriver-bits-set-p-21458.html,,
Authentic IJOY Captain AirGo Pod Kit - Army Camo,https://www.cigabuy.com/authentic-ijoy-captain-airgo-pod-kit-army-camo-p-21563.html,,
Authentic Vaporesso Luxe 80 Pod kit - Carbon Fiber,https://www.cigabuy.com/authentic-vaporesso-luxe-80-pod-kit-carbon-fiber-p-21536.html,,
YWXLIGHT 5W Mini COB+Q5 LED Flashlight 4 Modes Portable Camp Torch with Clip,https://www.cigabuy.com/ywxlight-5w-mini-cobq5-led-flashlight-4-modes-portable-camp-torch-with-clip-p-21729.html,$2.36,$5.55 
LED Smart Wristband 3D Pedometer Activity Tracker Sleep Heart Rate Monitor,https://www.cigabuy.com/led-smart-wristband-3d-pedometer-activity-tracker-sleep-heart-rate-monitor-p-21579.html,$3.56,$16.30 
XT22 Wireless bluetooth Earphone Magnetic Adsorption TF Card Sports Headphone,https://www.cigabuy.com/xt22-wireless-bluetooth-earphone-magnetic-adsorption-tf-card-sports-headphone-p-21670.html,$2.38,$6.48 
X96 Mini Android 7.1 TV BOX 1GB 8GB Amlogic S905W Quad Core WiFi,https://www.cigabuy.com/x96-mini-android-71-tv-box-1gb-8gb-amlogic-s905w-quad-core-wifi-p-21159.html,$13.84,$16.45 
Authentic Vaporesso Luxe 80 Pod kit - Gorilla,https://www.cigabuy.com/authentic-vaporesso-luxe-80-pod-kit-gorilla-p-21538.html,,
Authentic Uwell Aeglos Pod Kit - Black,https://www.cigabuy.com/authentic-uwell-aeglos-pod-kit-black-p-20286.html,$15.97,$40.06 
Baellerry Men Wallet Short Fashion Simple PU Leather Wallet Card Holder,https://www.cigabuy.com/baellerry-men-wallet-short-fashion-simple-pu-leather-wallet-card-holder-p-18474.html,,
SJ4000 480P Camera 1.3MP 30M Waterproof Sports Action Camera,https://www.cigabuy.com/sj4000-480p-camera-13mp-30m-waterproof-sports-action-camera-p-21196.html,,
Authentic SMOK Stick R22 Pod Kit - Stainless Steel,https://www.cigabuy.com/authentic-smok-stick-r22-pod-kit-stainless-steel-p-21517.html,,
Authentic FreeMax Marvos T 80W Pod Kit - Black,https://www.cigabuy.com/authentic-freemax-marvos-t-80w-pod-kit-black-p-21234.html,,
Authentic SMOK Nord 4 Pod Kit 2000mAh - Blue,https://www.cigabuy.com/authentic-smok-nord-4-pod-kit-2000mah-blue-p-20370.html,,
5pcs Wood Grain Resin 810 Drip Tip - Red,https://www.cigabuy.com/5pcs-wood-grain-resin-810-drip-tip-red-p-21282.html,$8.78,$10.16 
Self Defense Pen Tool Personal Tactical Pen Multipurpose Aviation Aluminum,https://www.cigabuy.com/self-defense-pen-tool-personal-tactical-pen-multipurpose-aviation-aluminum-p-21021.html,$2.50,$5.51 
3.5mm Stereo Woven Fiber Cloth Line Headset,https://www.cigabuy.com/35mm-stereo-woven-fiber-cloth-line-headset-p-21661.html,$1.19,$3.00 
110 in 1 Screwdriver Set Mini Electric Precision Screwdriver Multi Computer PC,https://www.cigabuy.com/110-in-1-screwdriver-set-mini-electric-precision-screwdriver-multi-computer-pc-p-21444.html,,
Men Women Outdoor Sports Running Wireless Bluetooth Earphone,https://www.cigabuy.com/men-women-outdoor-sports-running-wireless-bluetooth-earphone-p-21664.html,$4.77,$13.24 
TWS Wireless Earphones Bluetooth 5.0 with Mic Stereo Handsfree,https://www.cigabuy.com/tws-wireless-earphones-bluetooth-50-with-mic-stereo-handsfree-p-21193.html,$5.96,$7.51 
SOOCOO S80 1.5'' 1080P Action Camera Waterproof Build-in WIFI Sports Cam DV,https://www.cigabuy.com/soocoo-s80-15-1080p-action-camera-waterproof-build-in-wifi-sports-cam-dv-p-21403.html,$14.98,$47.12 
QCY T1 PRO TWS Dual Bluetooth Earphones IPX4 Waterproof Headphones,https://www.cigabuy.com/qcy-t1-pro-tws-dual-bluetooth-earphones-ipx4-waterproof-headphones-p-13806.html,$11.92,$33.76 
V380 Wi-Fi 720P IP Security P2P Camera w Night Vision Two Way,https://www.cigabuy.com/v380-wi-fi-720p-ip-security-p2p-camera-w-night-vision-two-way-p-21398.html,$5.75,$15.70 
Authentic SMOK ACRO Pod Kit - Grey,https://www.cigabuy.com/authentic-smok-acro-pod-kit-grey-p-20643.html,,
Sothing Mosquito Swatter Portable Rechargeable Electric Mosquito Killer,https://www.cigabuy.com/sothing-mosquito-swatter-portable-rechargeable-electric-mosquito-killer-p-18666.html,,
USB C Hub Adapter Type C 4 in 1 Multi Port OTG Combo Charger Hub,https://www.cigabuy.com/usb-hub-adapter-type-4-in-1-multi-port-otg-combo-charger-hub-p-20864.html,$1.40,$9.25 
Waterproof Children Watches Students Digital LED Quartz Alarm Sports Wrist Watch,https://www.cigabuy.com/waterproof-children-watches-students-digital-led-quartz-alarm-sports-wrist-watch-p-21581.html,$1.19,$7.36 
28Pcs Household Hardware Tool Carbon Steel Screwdriver Combination Tool,https://www.cigabuy.com/28pcs-household-hardware-tool-carbon-steel-screwdriver-combination-tool-p-19202.html,,
Authentic SMOK RPM 4 Pod Kit - Blue Leather,https://www.cigabuy.com/authentic-smok-rpm-4-pod-kit-blue-leather-p-21167.html,,
Bluetooth 4.1 Headphone Wireless Mini Invisible In-Ear Bluetooth Earbud With Mic,https://www.cigabuy.com/bluetooth-41-headphone-wireless-mini-invisible-in-ear-bluetooth-earbud-with-mic-p-19726.html,$1.19,$19.14 
Authentic Vaporesso Luxe Q Kit - Brown,https://www.cigabuy.com/authentic-vaporesso-luxe-q-kit-brown-p-20666.html,,
Authentic IJOY Captain AirGo Pod Kit - Blue,https://www.cigabuy.com/authentic-ijoy-captain-airgo-pod-kit-blue-p-21562.html,,
E14 In-ear style 3.5mm Hifi Super Bass Wired Earphone with Microphone,https://www.cigabuy.com/e14-in-ear-style-35mm-hifi-super-bass-wired-earphone-with-microphone-p-19784.html,$1.19,$2.59 
TWS Bluetooth 5.0 Earphone True Wireless Earphones In-Ear Stereo Earbuds,https://www.cigabuy.com/tws-bluetooth-50-earphone-true-wireless-earphones-in-ear-stereo-earbuds-p-19473.html,$10.73,$14.81 
Mens Womens Money Clip PU Leather Wallet Ultra Slim Credit Card Holder Pouch,https://www.cigabuy.com/mens-womens-money-clip-pu-leather-wallet-ultra-slim-credit-card-holder-pouch-p-20850.html,$2.51,$5.65 
9-in-1 LED Zoomable Focus Torch Flashlight,https://www.cigabuy.com/9-in-1-led-zoomable-focus-torch-flashlight-p-21737.html,$2.36,$13.90 
E6 Mini Magnetic USB Invisible Bluetooth V4.2 Earphone,https://www.cigabuy.com/e6-mini-magnetic-usb-invisible-bluetooth-v42-earphone-p-19731.html,$2.38,$6.92 
S23 Smart Watch Outdoor Sports Time GPS Tracker Riding Mode IP67,https://www.cigabuy.com/s23-smart-watch-outdoor-sports-time-gps-tracker-riding-mode-ip67-p-21394.html,$5.93,$49.19 
BS118 Bluetooth Speaker Dual Loudpeakers Subwoofer Outdoor Portable TF FM USB,https://www.cigabuy.com/bs118-bluetooth-speaker-dual-loudpeakers-subwoofer-outdoor-portable-tf-fm-usb-p-21451.html,,
SanDisk CZ73 64GB USB3.0 Flash Memory Drives U-disk,https://www.cigabuy.com/sandisk-cz73-64gb-usb30-flash-memory-drives-u-disk-p-21402.html,$7.11,$12.78 
Car Dashboard Digital LCD Clock Calendar,https://www.cigabuy.com/car-dashboard-digital-lcd-clock-calendar-p-20932.html,$1.60,$8.14 
Portable Manual Ceramic Coffee Grinder Washable Mini Manual Hand Coffee,https://www.cigabuy.com/portable-manual-ceramic-coffee-grinder-washable-mini-manual-hand-coffee-p-21733.html,$3.55,$19.45 
Authentic SMOK MORPH POD-40 Pod Kit - Black,https://www.cigabuy.com/authentic-smok-morph-pod-40-pod-kit-black-p-20748.html,$28.86,$31.71 
2pcs Authentic Uwell Crown Pod 1250mAh Pod System Kit - Black,https://www.cigabuy.com/2pcs-authentic-uwell-crown-pod-1250mah-pod-system-kit-black-p-21239.html,$15.20,$19.47 
Authentic Vaporesso Luxe Q Kit - Black,https://www.cigabuy.com/authentic-vaporesso-luxe-q-kit-black-p-20669.html,,
"1,99€ Gift Box for Father's Day",https://www.cigabuy.com/199€-gift-box-for-fathers-day-p-21503.html,,
1/2/4 pcs EU Plug Digital Display Energy Saving Timer Programmable Timer Socket,https://www.cigabuy.com/124-pcs-eu-plug-digital-display-energy-saving-timer-programmable-timer-socket-p-17563.html,$2.94,$5.08 
S450 3.5mm Foldable Wireless Stereo Bluetooth Headphone w/ TF FM,https://www.cigabuy.com/s450-35mm-foldable-wireless-stereo-bluetooth-headphone-w-tf-fm-p-19818.html,$2.38,$7.78 
8 x Authentic Uwell CROWN 4 IV Coil Head 0.4ohm 4pcs/pack,https://www.cigabuy.com/8-x-authentic-uwell-crown-4-iv-coil-head-04ohm-4pcspack-p-21694.html,,
5pcs Replacement Artificial Jade Drip Tip for 510 Atomizer - White,https://www.cigabuy.com/5pcs-replacement-artificial-jade-drip-tip-for-510-atomizer-white-p-21283.html,$15.20,$17.22 
Authentic Geekvape Obelisk 60 Pod Kit - Silver & Green,https://www.cigabuy.com/authentic-geekvape-obelisk-60-pod-kit-silver-green-p-21176.html,,
H96 Android 6.0 TV Box Quad Core RK3229 Ultra HD 4K Media Player,https://www.cigabuy.com/h96-android-60-tv-box-quad-core-rk3229-ultra-hd-4k-media-player-p-21405.html,$14.58,$21.56 
Authentic SMOK Stick N18 Pod Kit - Stainless Steel,https://www.cigabuy.com/authentic-smok-stick-n18-pod-kit-stainless-steel-p-21510.html,,
Bluetooth Headphone Kissral Wireless Sport Earbud,https://www.cigabuy.com/bluetooth-headphone-kissral-wireless-sport-earbud-p-19727.html,$1.19,$11.32 
2pcs 100 LED Solar Light  Solar Lamp Powered Sunlight 3 Modes PIR Motion Sensor,https://www.cigabuy.com/2pcs-100-led-solar-light-solar-lamp-powered-sunlight-3-modes-pir-motion-sensor-p-21360.html,$5.23,$7.33 
i8 Mini In-Ear 180° Rotation Bluetooth Wireless Earbud Earphone ,https://www.cigabuy.com/i8-mini-in-ear-180°-rotation-bluetooth-wireless-earbud-earphone-p-19777.html,$1.19,$16.53 
Passport and Document Holder Multifunctional Wallet Organizer,https://www.cigabuy.com/passport-and-document-holder-multifunctional-wallet-organizer-p-20792.html,$0.79,$9.63 
Piston Classic In-Ear Headphones for XIAOMI 1 More,https://www.cigabuy.com/piston-classic-in-ear-headphones-for-xiaomi-1-more-p-21452.html,,
Work Light Portable Flashlight 360°-Rotating Hook Magnetic Base,https://www.cigabuy.com/work-light-portable-flashlight-360°-rotating-hook-magnetic-base-p-20803.html,$2.66,$21.54 
Mens Nylon Belts Alloy Buckle Waistband Casual Canvas Jeans Belts,https://www.cigabuy.com/mens-nylon-belts-alloy-buckle-waistband-casual-canvas-jeans-belts-p-21454.html,,
W30 IP67 Smart Watch Heart Rate Monitor Fitness Tracker Smart Wristband  - B,https://www.cigabuy.com/w30-ip67-smart-watch-heart-rate-monitor-fitness-tracker-smart-wristband-b-p-21584.html,$5.93,$80.79 
Front Pocket RFID Blocking Wallet,https://www.cigabuy.com/front-pocket-rfid-blocking-wallet-p-20918.html,$1.19,$7.66 
30W Portable USB Charging LED Night Light COB Spot Rechargeable Solar COB Light,https://www.cigabuy.com/30w-portable-usb-charging-led-night-light-cob-spot-rechargeable-solar-cob-light-p-21447.html,,
1/4/6 pcs Pill Box Organizer w/ 7 Single Box and 4 Daily Organizer Color Random,https://www.cigabuy.com/146-pcs-pill-box-organizer-w-7-single-box-and-4-daily-organizer-color-random-p-20814.html,$1.40,$11.06 
Authentic Geekvape Obelisk 60 Pod Kit - SS & Blue,https://www.cigabuy.com/authentic-geekvape-obelisk-60-pod-kit-ss-blue-p-21175.html,,
Authentic Eleaf iSolo Air Kit - Light Brown,https://www.cigabuy.com/authentic-eleaf-isolo-air-kit-light-brown-p-20592.html,,
Men Watches Auto Date Chronograph Quartz Watch Sport Strap Watch,https://www.cigabuy.com/men-watches-auto-date-chronograph-quartz-watch-sport-strap-watch-p-19241.html,$1.19,$2.72 
Authentic Geekvape Wenax C1 Kit - Black,https://www.cigabuy.com/authentic-geekvape-wenax-c1-kit-black-p-20493.html,$16.48,$23.15 
Swan Base Holder Dinnerware Set with 10 Forks - Silver,https://www.cigabuy.com/swan-base-holder-dinnerware-set-with-10-forks-silver-p-21311.html,$5.18,$24.02 
Swan Base Holder Dinnerware Set with 10 Spoons - Gold,https://www.cigabuy.com/swan-base-holder-dinnerware-set-with-10-spoons-gold-p-21313.html,$6.70,$24.02 
Baseus E06 Dogz Bluetooth Speaker Portable Mini Bluetooth Speaker,https://www.cigabuy.com/baseus-e06-dogz-bluetooth-speaker-portable-mini-bluetooth-speaker-p-21128.html,$1.19,$7.67 
Authentic SMOK Novo 4 Pod Kit - Silver Carbon Fiber,https://www.cigabuy.com/authentic-smok-novo-4-pod-kit-silver-carbon-fiber-p-20731.html,,
Multifunction Stainless Steel Julienne Peeler Vegetable Peeler Double Planing,https://www.cigabuy.com/multifunction-stainless-steel-julienne-peeler-vegetable-peeler-double-planing-p-21415.html,,
Single USB QC3.0 Wall Charger Adapter,https://www.cigabuy.com/single-usb-qc30-wall-charger-adapter-p-21735.html,$1.18,$10.31 
Unisex Date Time Watch Quartz Casual Steel Brand Luxury Modern Fashion Men Women,https://www.cigabuy.com/unisex-date-time-watch-quartz-casual-steel-brand-luxury-modern-fashion-men-women-p-21595.html,$1.19,$9.27 
300Mbps Wireless WIFI Router 802.11b/g/n,https://www.cigabuy.com/300mbps-wireless-wifi-router-80211bgn-p-21436.html,$7.33,$11.50 
SMAEL Outdoor Sports 5ATM LED Electronic Watch,https://www.cigabuy.com/smael-outdoor-sports-5atm-led-electronic-watch-p-21596.html,$1.19,$11.71 
Baseus Dual-USB Ports 2.4A Car Charger Power Charger f iPad iPhone,https://www.cigabuy.com/baseus-dual-usb-ports-24a-car-charger-power-charger-f-ipad-iphone-p-21723.html,$2.36,$11.79 
Authentic Vaporesso Luxe 80 Pod kit - Steel blue,https://www.cigabuy.com/authentic-vaporesso-luxe-80-pod-kit-steel-blue-p-21535.html,,
Baseus Encok S16 Bluetooth Neck Hung Wireless Earphones,https://www.cigabuy.com/baseus-encok-s16-bluetooth-neck-hung-wireless-earphones-p-21665.html,$9.54,$48.39 
10pcs Coffee Spoon Tableware Dessert Spoons Set - Rose Gold,https://www.cigabuy.com/10pcs-coffee-spoon-tableware-dessert-spoons-set-rose-gold-p-21304.html,$4.81,$12.00 
Authentic SMOK Nord 4 Pod Kit 2000mAh - Red,https://www.cigabuy.com/authentic-smok-nord-4-pod-kit-2000mah-red-p-20372.html,,
X5 Bluetooth 5.0+3.0+2.4G Wireless Three Mode Mute Rechargeable Gaming Mouse,https://www.cigabuy.com/x5-bluetooth-503024g-wireless-three-mode-mute-rechargeable-gaming-mouse-p-19752.html,$6.21,$7.18 
5pcs Authentic Demon Killer Multi-Function Cutter Pliers for E-Ciga,https://www.cigabuy.com/5pcs-authentic-demon-killer-multi-function-cutter-pliers-for-e-ciga-p-21325.html,$16.26,$18.34 
Authentic SMOK IPX 80 Kit - Fluid Black Grey,https://www.cigabuy.com/authentic-smok-ipx-80-kit-fluid-black-grey-p-20616.html,,
Authentic SMOK Stick R22 Pod Kit - Matte Black,https://www.cigabuy.com/authentic-smok-stick-r22-pod-kit-matte-black-p-21514.html,,
Authentic SMOK Thiner Pod Kit - Black,https://www.cigabuy.com/authentic-smok-thiner-pod-kit-black-p-21545.html,,
10pcs Coffee Spoon Tableware Dessert Spoons Set - Silver,https://www.cigabuy.com/10pcs-coffee-spoon-tableware-dessert-spoons-set-silver-p-21307.html,$2.58,$12.00 
Authentic Suorin Air Mod Pod Kit - Clear Silver,https://www.cigabuy.com/authentic-suorin-air-mod-pod-kit-clear-silver-p-21319.html,,
OEM Samsung Galaxy S6 S7 Edge Note 5 Headset Earphones Earbuds with Mic,https://www.cigabuy.com/oem-samsung-galaxy-s6-s7-edge-note-5-headset-earphones-earbuds-with-mic-p-21658.html,$1.19,$3.05 
EX16 Smart Watch FSTN LCD Screen 5ATM Waterproof Sports Tracker,https://www.cigabuy.com/ex16-smart-watch-fstn-lcd-screen-5atm-waterproof-sports-tracker-p-21393.html,$3.56,$10.38 
Sport Watches Mens Watches Top Brand Luxury Military,https://www.cigabuy.com/sport-watches-mens-watches-top-brand-luxury-military-p-21597.html,$1.19,$12.74 
Authentic Vaporesso GTX GO 40 Kit - Black,https://www.cigabuy.com/authentic-vaporesso-gtx-go-40-kit-black-p-21291.html,,
F9 TWS Wireless Earphones Bluetooth 5.0 F9 TWS Bluetooth headphone,https://www.cigabuy.com/f9-tws-wireless-earphones-bluetooth-50-f9-tws-bluetooth-headphone-p-19738.html,$5.96,$8.52 
Authentic SMOK G-PRIV Pod Kit - Matte Blue,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-matte-blue-p-21636.html,,
5pcs Replacement Artificial Jade Drip Tip for 510 Atomizer - Black,https://www.cigabuy.com/5pcs-replacement-artificial-jade-drip-tip-for-510-atomizer-black-p-21322.html,$15.20,$16.23 
Authentic Vaporesso Luxe 80 Pod kit - Steel red,https://www.cigabuy.com/authentic-vaporesso-luxe-80-pod-kit-steel-red-p-21539.html,,
SKMEI New Men Quartz Digital Watch Big Face Sports Watch LED Waterproof for Men,https://www.cigabuy.com/skmei-new-men-quartz-digital-watch-big-face-sports-watch-led-waterproof-for-men-p-21583.html,$2.37,$12.32 
5pcs V4 Vaper Nylon + Ceramic Tweezer for RTA E-Cigarettes - Red,https://www.cigabuy.com/5pcs-v4-vaper-nylon-ceramic-tweezer-for-rta-e-cigarettes-red-p-21324.html,$9.91,$11.46 
BT-1 Wireless Bluetooth 4.1 Earphone Handsfree Headphones With Mic Smartphones,https://www.cigabuy.com/bt-1-wireless-bluetooth-41-earphone-handsfree-headphones-with-mic-smartphones-p-21456.html,$1.19,$1.97 
5pcs V4 Vaper Nylon + Ceramic Tweezer for RTA E-Cigarettes - Black,https://www.cigabuy.com/5pcs-v4-vaper-nylon-ceramic-tweezer-for-rta-e-cigarettes-black-p-21265.html,$9.54,$11.03 
Q67 TWS Wireless Earbuds 3D Stereo Mini Bluetooth Earphone 5.0 With Dual Mic,https://www.cigabuy.com/q67-tws-wireless-earbuds-3d-stereo-mini-bluetooth-earphone-50-with-dual-mic-p-18786.html,$10.73,$14.33 
Swan Base Holder Dinnerware Set with 5 Forks and 5 Spoons - Silver,https://www.cigabuy.com/swan-base-holder-dinnerware-set-with-5-forks-and-5-spoons-silver-p-21309.html,$5.18,$24.02 
1M Magnetic Nylon Charge/Data Cable +Detachable Micro USB Metal Plug,https://www.cigabuy.com/1m-magnetic-nylon-chargedata-cable-detachable-micro-usb-metal-plug-p-20791.html,$1.40,$6.70 
XIAOMI MIJIA Microhoo Mini Air Conditioner Fan Personal Portable USB Air Cooler,https://www.cigabuy.com/xiaomi-mijia-microhoo-mini-air-conditioner-fan-personal-portable-usb-air-cooler-p-18924.html,$25.55,$30.92 
Authentic Geekvape Mero AIO Kit - Black,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-black-p-20199.html,$14.37,$25.79 
JBMMJ MJ100 Earphone Metal In-Ear 3.5mm Earbuds Aluminum Alloy Superb Sound,https://www.cigabuy.com/jbmmj-mj100-earphone-metal-in-ear-35mm-earbuds-aluminum-alloy-superb-sound-p-19770.html,$1.19,$7.61 
Earphone Storage Bag Mobile Phone Data USB Cable Charger Organizer Bag,https://www.cigabuy.com/earphone-storage-bag-mobile-phone-data-usb-cable-charger-organizer-bag-p-21657.html,$1.19,$4.06 
500g / 0.1g Digital Kitchen Measuring Spoon Electronic Scale,https://www.cigabuy.com/500g-01g-digital-kitchen-measuring-spoon-electronic-scale-p-21721.html,$2.36,$13.20 
5pcs Vaping Coil Winding Jig Tool for Rebuildable Atomizers,https://www.cigabuy.com/5pcs-vaping-coil-winding-jig-tool-for-rebuildable-atomizers-p-21284.html,$5.99,$7.45 
Authentic SMOK Stick R22 Pod Kit - Matte Blue,https://www.cigabuy.com/authentic-smok-stick-r22-pod-kit-matte-blue-p-21515.html,,
Large Capacity Travel Clothes Bag Nylon Folding Portable Tote ,https://www.cigabuy.com/large-capacity-travel-clothes-bag-nylon-folding-portable-tote-p-20865.html,$0.80,$10.82 
100pcs Authentic Geekvape Feather Organic Cotton 20pcs/pack,https://www.cigabuy.com/100pcs-authentic-geekvape-feather-organic-cotton-20pcspack-p-21264.html,$20.37,$23.64 
Wireless Bluetooth Earphone Phone Earbud Headset Magnetic USB Charger,https://www.cigabuy.com/wireless-bluetooth-earphone-phone-earbud-headset-magnetic-usb-charger-p-21412.html,$2.38,$5.11 
Authentic Smoant Veer Pod Kit - Saffron,https://www.cigabuy.com/authentic-smoant-veer-pod-kit-saffron-p-21519.html,,
Authentic Suorin Air Mod Pod Kit - Black,https://www.cigabuy.com/authentic-suorin-air-mod-pod-kit-black-p-21316.html,,
1 x Authentic Smoant Veer Empty Cartridge,https://www.cigabuy.com/1-x-authentic-smoant-veer-empty-cartridge-p-21520.html,,
WEIXIER Long Men Wallet Double Zipper Coin Pocket Purse Casual Card Holder,https://www.cigabuy.com/weixier-long-men-wallet-double-zipper-coin-pocket-purse-casual-card-holder-p-19219.html,,
H96-P DLP Amlogic S905 Android 6.0 2G 16G 854x480 TF Card BT 4.0 WiFi Projector,https://www.cigabuy.com/h96-dlp-amlogic-s905-android-60-2g-16g-854x480-tf-card-bt-40-wifi-projector-p-21401.html,$105.75,$164.51 
Dynamic Drivers Stereo In-ear Earphone 3.5mm Wired Control ,https://www.cigabuy.com/dynamic-drivers-stereo-in-ear-earphone-35mm-wired-control-p-21198.html,$0.64,$1.15 
5pcs 1300mAh Rechargeable Battery for E-Cigarette,https://www.cigabuy.com/5pcs-1300mah-rechargeable-battery-for-e-cigarette-p-21323.html,$14.67,$17.25 
Kangaroo Brand Leather Messenger Bag Man Handbag Chest Bag,https://www.cigabuy.com/kangaroo-brand-leather-messenger-bag-man-handbag-chest-bag-p-18783.html,,
Digital Storage Bag Electronic Accessories Bag For Earphone Cables,https://www.cigabuy.com/digital-storage-bag-electronic-accessories-bag-for-earphone-cables-p-20912.html,$1.60,$11.77 
Faster Lawn Mower Sharpener Lawnmower Blade Sharpener Rotary,https://www.cigabuy.com/faster-lawn-mower-sharpener-lawnmower-blade-sharpener-rotary-p-19014.html,,
ESTRELLA 64GB Class 10 Micro SDXC Memory Card with Free Card Reader,https://www.cigabuy.com/estrella-64gb-class-10-micro-sdxc-memory-card-with-free-card-reader-p-21013.html,$5.94,$14.09 
Authentic SMOK RPM 4 Pod Kit - Black Leather,https://www.cigabuy.com/authentic-smok-rpm-4-pod-kit-black-leather-p-21166.html,,
50pcs Authentic Coilology Premium Quality Organic Cotton 10Pcs/Pack,https://www.cigabuy.com/50pcs-authentic-coilology-premium-quality-organic-cotton-10pcspack-p-21266.html,$12.03,$15.23 
Authentic Vaporesso Luxe Q Pod Kit - Red,https://www.cigabuy.com/authentic-vaporesso-luxe-q-pod-kit-red-p-20672.html,,
Wireless Earphones TWS Wireless Bluetooth 5.0 LED Display Waterproof Headphone,https://www.cigabuy.com/wireless-earphones-tws-wireless-bluetooth-50-led-display-waterproof-headphone-p-19734.html,$9.54,$13.16 
Authentic SMOK Stick N18 Pod Kit - Matte Red,https://www.cigabuy.com/authentic-smok-stick-n18-pod-kit-matte-red-p-21509.html,,
Authentic Eleaf Iore Lite Pod Kit Plastic Standard Edition - Cyan,https://www.cigabuy.com/authentic-eleaf-iore-lite-pod-kit-plastic-standard-edition-cyan-p-21558.html,,
Oulm 3364 Wristwatch Casual Square Dial Wide Strap Men Quartz Watch Luxury Brand,https://www.cigabuy.com/oulm-3364-wristwatch-casual-square-dial-wide-strap-men-quartz-watch-luxury-brand-p-21593.html,$2.37,$16.56 
Authentic Smoant Veer Pod Kit - Dark Green,https://www.cigabuy.com/authentic-smoant-veer-pod-kit-dark-green-p-21518.html,,
i7s TWS Bluetooth V4.1 Earphones with Charging Case – Camouflage Color,https://www.cigabuy.com/i7s-tws-bluetooth-v41-earphones-with-charging-case-–-camouflage-color-p-21413.html,$2.38,$4.79 
E6 Bluetooth Earphone 4.2 In-Ear MINI Stereo 600mA with Charging Box,https://www.cigabuy.com/e6-bluetooth-earphone-42-in-ear-mini-stereo-600ma-with-charging-box-p-19829.html,$2.38,$8.21 
